uid,source_id,domain,text,original_labels,article_group,bootstrap_label,bootstrap_confidence,created_at,synthetic,final_label
boot_0496_c1239b,9050,secure-booker.com,we will retain your personal information for as long as needed or permitted in light of the purpose(s) for which it was obtained and consistent with applicable law.,Storage Period,Principles (5-11),ambiguous,0.4,2025-11-03T00:49:29.305164,False,ambiguous
syn_compliant_22ba87b3,8961,getdrip.com,"the right to object, on grounds relating to your particular situation, to the processing of your personal information, and to object to processing of your personal information for direct marketing purposes, to the extent it is related to such direct marketing We will retain this data for 3 years. For requests contact privacy@example.com.",Right to Object,Rights of the Data Subject (12-23),ambiguous,0.0,2025-11-03T00:55:52.428976,True,compliant
syn_non_compliant_fb159a83,1815,medicalnewstoday.com,Other Sources: We receive information about you and your activities on and off the Services from third-Party partners We may share your personal data with partners without limitation.,Source of Data,Other / Unmapped,ambiguous,0.0,2025-11-03T00:55:52.465430,True,non_compliant
boot_0730_0c3d7e,368,medicinenet.com,WebMD contractors sometimes have limited access to your Personal and Non-Personal Information in the course of providing products or services to WebMD.,Data Recipients,Controller and Processor (24-43),ambiguous,0.4,2025-11-03T00:49:29.307273,False,ambiguous
boot_0669_37bef9,4100,weather.gov,"If for some reason you believe this site has not adhered to these principles, please notify the CIO by e-mail",Lodge Complaint,"Remedies, liability and penalties (77-84)",ambiguous,0.4,2025-11-03T00:49:29.306851,False,ambiguous
syn_compliant_078060dd,10227,avature.net,"In these situations, Avature will require the recipient of the data to protect the data in accordance with the relevant principles in the Directive 95/46/EC of the European Parliament and of the Council, and, from May 25, 2018 onwards, the Regulation (EU) 2016/679 (GDPR), or otherwise take steps to ensure that Personal Data is appropriately protected We will retain this data for 3 years. For requests contact privacy@example.com.",Adequacy Decision,Transfers (44-50),ambiguous,0.0,2025-11-03T00:55:52.430191,True,compliant
boot_1012_1071ee,9165,wordhippo.com,"14.1 in the event that we use personal data for the purposes of automated decision-making and those decisions have a legal (or similarly significant effect) on you, you have the right to challenge to such decisions under gdpr, requesting human intervention, expressing their own point of view, and obtaining an explanation of the decision from us.",Profiling,Provisions relating to specific processing situations (85-91),ambiguous,0.4,2025-11-03T00:49:29.309335,False,ambiguous
boot_0719_142899,6697,jtv.com,"h) automated individual decision-making, including profiling",Profiling,Provisions relating to specific processing situations (85-91),ambiguous,0.4,2025-11-03T00:49:29.307203,False,ambiguous
boot_1186_1e37eb,10400,thermofisher.com,Service providers acting on our behalf shall be obliged to comply with this Statement and adhere to confidentiality requirements and will only receive access to your personal information as necessary to perform their functions.,Safeguards Copy,Transfers (44-50),ambiguous,0.7,2025-11-03T00:49:29.310647,False,ambiguous
boot_1051_9b924a,5578,newegg.com,"Finally, in some circumstances you can ask us not to reach decisions affecting you using automated processing or profiling.",Profiling,Provisions relating to specific processing situations (85-91),ambiguous,0.4,2025-11-03T00:49:29.309621,False,ambiguous
syn_compliant_011a9eb2,1262,usnews.com,"In both cases, credit card information is then transmitted to third-party credit card processors and card issuers that use your information to process your order We will retain this data for 3 years. For requests contact privacy@example.com.",Data Recipients,Controller and Processor (24-43),ambiguous,0.0,2025-11-03T00:55:52.431587,True,compliant
boot_0970_bd35d0,7048,vg247.com,"we retain your personal information for as long as necessary to provide the service and fulfill the transactions you have requested, or for other essential purposes such as complying with our legal obligations, maintaining business and financial records, resolving disputes, maintaining security, detecting and preventing fraud and abuse, and enforcing our agreements.",Storage Period,Principles (5-11),ambiguous,0.7,2025-11-03T00:49:29.308907,False,ambiguous
boot_0474_04f591,5602,univision.com,"with our affiliated companies (e.g., The Univision Network Limited Partnership, Univision Television Group, Inc., Univision Radio, Inc., Univision Interactive Media Inc., UniMas Television Group, Inc., UniMas Network, Inc., Univision Management Co., Galavision, Inc., etc.).",Data Recipients,Controller and Processor (24-43),ambiguous,0.4,2025-11-03T00:49:29.305024,False,ambiguous
boot_0571_52dc8b,9007,mathworks.com,"you have the right to data portability, the right to withdraw consent to processing, and the right to lodge a complaint with a supervisory authority.",Lodge Complaint,"Remedies, liability and penalties (77-84)",ambiguous,0.4,2025-11-03T00:49:29.305733,False,ambiguous
syn_non_compliant_993f5921,7464,collegenet.com,the european commission has recognized the eu-u.s. privacy shield framework as providing an adequate level of data protection for transfers of data to the united states.,Adequacy Decision,Transfers (44-50),ambiguous,0.0,2025-11-03T00:55:52.463513,True,non_compliant
syn_non_compliant_f0c32880,6815,comparepoint.us,"for those individuals residing in the european economic area, you also have the right to lodge a complaint with a data protection supervisory authority in your country We may share your personal data with partners without limitation.",Lodge Complaint,"Remedies, liability and penalties (77-84)",ambiguous,0.0,2025-11-03T00:55:52.467585,True,non_compliant
boot_0682_d4cee0,1802,glassdoor.com,If you come to the Platform through a Social Networking Site,Source of Data,Other / Unmapped,ambiguous,0.4,2025-11-03T00:49:29.306952,False,ambiguous
boot_0010_206aad,9038,quizlet.com,"for example, we may use standard contractual clauses when we transfer your personal data to third parties outside the eea or adopt other means to ensure that adequate safeguards are applied to your personal data, such as a relevant third party’s privacy shield certification or binding corporate rules (approved by eu data protection authorities and put in place to protect your personal data).",Adequacy Decision,Transfers (44-50),ambiguous,0.7,2025-11-03T00:49:29.301504,False,ambiguous
syn_compliant_4c37a750,6392,gsu.edu,the right to lodge a complaint with a supervisory authority (established in the eu) We will retain this data for 3 years. For requests contact privacy@example.com.,Lodge Complaint,"Remedies, liability and penalties (77-84)",ambiguous,0.0,2025-11-03T00:55:52.423035,True,compliant
boot_0458_26249e,9593,plex.tv,we may apply automated decision-making to collected information to recommend content to you that we think you may be interested in.,Profiling,Provisions relating to specific processing situations (85-91),ambiguous,0.7,2025-11-03T00:49:29.304895,False,ambiguous
boot_0426_f0883f,8308,associatedbank.com,you can easily withdraw your consent to our use of cookies by clearing your cookies and closing your browser.,Withdraw Consent,Rights of the Data Subject (12-23),ambiguous,0.4,2025-11-03T00:49:29.304640,False,ambiguous
boot_0519_a8effc,1923,mayoclinic.org,"We may collect or obtain User Information about you when you make your Personal Information public (e.g., if you make a public post about us on social media)",Source of Data,Other / Unmapped,ambiguous,0.7,2025-11-03T00:49:29.305327,False,ambiguous
boot_0278_1aada7,5119,stackoverflow.com,"We share this information with certain third-parties (e.g., talent recruiters, payment processors, and advertising providers)",Data Recipients,Controller and Processor (24-43),ambiguous,0.4,2025-11-03T00:49:29.303452,False,ambiguous
syn_compliant_489e610f,7534,ubi.com,"additionally, you have a right to access, rectify, erase, object, or restrict processing for all your personal data processed by ubisoft, as well as the right of data portability We will retain this data for 3 years. For requests contact privacy@example.com.",Right to Portability,Rights of the Data Subject (12-23),ambiguous,0.0,2025-11-03T00:55:52.428178,True,compliant
boot_0689_360f50,5859,psychiatry.org,"if you have any questions about this privacy policy or need to contact the apa to exercise your rights as a data subject under the gdpr, please contact the apa’s privacy officer at: apa@psych.org or (202) 559-3900.",DPO Contact,Controller and Processor (24-43),ambiguous,0.4,2025-11-03T00:49:29.307008,False,ambiguous
